0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
4.970167456799168271e-01,5.029832543200831729e-01
6.737888598306214227e-01,3.262111401693785773e-01
7.177729077345440523e-01,2.822270922654559477e-01
7.167173188423946462e-01,2.832826811576053538e-01
7.060094125719307279e-01,2.939905874280692721e-01
6.945683688583161874e-01,3.054316311416838126e-01
6.782070574414974518e-01,3.217929425585025482e-01
6.611539573671614267e-01,3.388460426328385733e-01
6.339229229707719071e-01,3.660770770292280929e-01
5.953506912534908269e-01,4.046493087465091731e-01
5.452283698104990473e-01,4.547716301895009527e-01
4.853386688872060040e-01,5.146613311127939960e-01
4.198502092727478541e-01,5.801497907272521459e-01
3.548377743603429169e-01,6.451622256396570831e-01
2.962717712638528456e-01,7.037282287361471544e-01
2.449247794741585826e-01,7.550752205258414174e-01
1.845026864805620614e-01,8.154973135194378830e-01
5.460741194972922735e-02,9.453925880502708212e-01
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
8.552385082711552178e-01,1.447614917288447822e-01
1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00
